input;end_label
"AHA. Also in Deu-, also es ist diene Aussage, in Deutschland werden alle ausländischen Mitmenschen toleriert.
Alle Mitmenschen.";non_advance
Ja und ein} Affe. Ein Pavian nämlich. ;non_advance
Was ist denn passiert? […] In. Dem. Film. Könnt Ihr noch ein bisschen beschreiben? […] Was habt ihr alles gesehen? JA.;non_advance
"Also, der Wecker hat geklingelt. Der Affe ist dann aufgestanden-
Kannst du bisschen lauter sprechen?
DER Wecker hat geklingelt.";non_advance
"Ja, weil er ist ja auf dem Mars.
Auf dem Mond ist er.";non_advance
Die Abschiebung von sich selbst sag ich mal. Also er hat sich so sebst ein bisschen abgeschoben und kann jetzt nicht mehr zurück.;non_advance
Also sozusagen als Versuchs, baboon, Versuchskaninchen?  ;non_advance
Also- Ja. Ich würde sagen mein Zuhause ist tatsächlich wo ich gerade bin, also nicht direkt immer, aber auch nicht wirklich da, wo ich herkomme. ;non_advance
 , also-. Es kommt auf die Lage an. Ja, es kommt auf die Lage an. Ich würde sagen alle Menschen, die einem lieb sind und teuer. Also [ich]. [Familie]. Familie;non_advance
Warum sagt man Zuhause ist da, wo das Herz wohnt? Wie gesagt immernoch da, wo deine Liebsten sind, also deine Famile und Freunde sind. Wo dein Herz wohnt. Da, da, drin. Du bist dein eigenes- Du bist dein eigenes Zuhause.;non_advance
" und zur Formulierung von Zuhause war. Zuhause ist dort wo das gute 
Wo das was?
Wo das Gute weg. Wo du dich WOHL und geborgen fühlst.";non_advance
Okay. Ist nicht pauschal zu beantworten, verstehe ich dich richtig?;non_advance
, könnt Ihr jetzt mal überlegen, wo da Gemeinsamkeiten oder Unterschiede aufgetreten sind in euren Definitionen. Seht Ihr da irgendwas, was Ihr jetzt anders gemacht habt, als ne andere Gruppe?;non_advance
Im Film hatte der Pavian keine Freunde oder Familie, war ganz allein da auf dem Mond.;non_advance
Was für ne, was für ne Rolle- Also S27 hat ganz am Anfang gesagt ist ja auch ein symbolischer Film. , was für ne Rolle spielt denn diese Trompete und die Musik für ihn?;non_advance
Wie für den, was für den Pavian diese Trompete ist, war. […] Ist sowas wichtig? ;non_advance
Ich hab grad gesagt Handy, telefon solche Dinge sind jetzt, , ich meine mehr was, was einen ideellen Wert hat.;non_advance
Was ist denn eine Meinung?  GUTEN MORGEN! Was heisst eine Meinung haben? ;non_advance
"
Also meinst du man kann über die Regeln noch ein bisschen verhandeln?  ";non_advance
Du meinst, es lohnt sich, sich an Regeln zu halten?;non_advance
Warum muss man sich nicht immer an die bestehenden Regeln halten? Kannst du uns sagen, warum du das findest?;non_advance
Du hast gesagt, man schafft das nicht immer, es ist so anstrengend sich an Regeln zu halten, oder hab ich das richtig im Kopf? ;non_advance
Also, man kann sich nicht immer an Regeln halten. , man kann Regeln nicht immer einhalten so ganz;non_advance
Und weil man sich nie Und weil man sich nich, nich die tausend Regeln auch ganz merken kann, auch.;non_advance
So, wenn du mal in die Mitte schaust, was fällt dir auf? S19, was fällt dir auf?;non_advance
Das gelbe- was ist mit dem gelben? […] Was ist mit dem gelben? […] Hol dir mal Hilfe. […] Wer kann helfen? Was ist mit den gelben Steinchen? Was fällt dir auf?;non_advance
Was ist da passiert? S19. Was war da passiert in dem Film?;non_advance
Und das Ende? Das ist dann wirklich wie bei so einer Geschichte und unserer Mäuse Geschichte, ist es dann? Was ist das Ende der dann? S3.;non_advance
 Ihr könnt Satz schreiben, ihr könnt manchmal vielleicht auch schreiben.    ;non_advance
DANN woran ERKENNST du das, dass sich der Vater so fühlt? Woran kann man das in dem Film sehen?;non_advance
Und dann ist hier die Frage warum fühlt er sich so? Warum, wie du beschrieben hast, warum fühlt er sich so?;non_advance
Und ihr schreibt dann GEMEINSAM auf, was eure GEMEINSAME Meinung ist. Ja? Ihr tauscht euch also aus, Wie fühlt sich der Vater am Anfang, sprecht darüber und DAS, was eure Meinung ist, das schreibt ihr dann auf.;non_advance
 Ja. Wenn wir mal an das an die Mi zwischen Mitte und Ende denkt. Ja. ;non_advance
Weil der Vatter ahh erschrocken GUCKT. Er was? Ne weil der Vater Erschrocken guck- Besoffen guckt. Besoffen (lacht). Weil der Vater sich erSCHRECKT HAT. ;non_advance
 Oh ne S1, das ist zu übertrieben, nicht anmalen. Das ist zu übertrieben. Nicht anmalen.  ;non_advance
Jeder macht aber eine andere Farbe, nicht jeder die gleiche. Ok?;non_advance
WARUM fühlt er sich so? Warum fühlt er sich am Anfang so, warum fühlt er sich in der Mitte so und warum fühlt er sich am Ende so? ;non_advance
 Und warum wird’s zum Hobby? Warum sucht man sich ein Hobby?;non_advance
Ja, wofür ist ein Hobby da? Den man sonst nicht hat? Gibts noch mehr wozu ein Hobby da ist?;non_advance
Also ich würde sagen, dass kann jeder Gegenstand sein. Wenn man Zuhause irgendwas mitnimmt,Eine Fliese. Jeder Gegenstand sein, den man von Zuhause mitnimmt.;non_advance
Alle haben irgendwie das Gleiche. Alle irgendwie Freunde und Familie.;non_advance
Im Film hatte der Pavian keine Freunde oder Familie, war ganz allein da auf dem Mond.;non_advance
, wie meinst du AUSSER, wenn man umzieht? Kannst du das nochmal genauer sagen , bitte?;non_advance
Da gibt es ja eben auch ein Haus indem er lebt,  also er hat ja ein Dach über dem Kopf, scheinbar auch alles da was man braucht ;non_advance
Wie ist das dann mit Zuhause? Wie würdet ihr das dann nennen? Oder beschreiben?;non_advance
Ich möchte auch noch sagen, da stand auch noch ein Bild von ZWEI Lebewesen! Beziehungsweise ihm und noch jemanden.;non_advance
Ich glaube, also, wenn du umziehst, weil du umziehen willst, sag ich mal, dann freust du dich ja auch darauf.;non_advance
"ich möcht jetz noch gar nicht  also ich bin ich studiere noch diplomtheologie
";non_advance
"jetzt weiß ich ja dass sie sehr viel zeitlich immer sehr viel eingespannt sind
";non_advance
"wir müssen ja auch nich an den prüfungskorrito- ORridor gehen sondern wir können jederzeit eine prüfung machen.
";non_advance
"ich glaube im april und im  september gehts nicht- weil da erziehungswissenschaftenkolloqu
ja also prüfungen sind-
aber ansonsten können wir ganzjährig das machen.";non_advance
"dann PRüfung irgendwann.
entweder septem-
MEIstens im september.";non_advance
also da würde ich sagen-da wir ja zwanzig minuten haben-zwanzig fünfundzwanzig minuten haben würde ich sagen vertiefen sie einfach.;non_advance
"und hab dann selber-
text also hatte diese bausteine-und glaub ich vorne is doch so diese dieser theoretische teil ne.";non_advance
ich soll ihnen noch was ge ich soll ihnen noch was geben;non_advance
ja ja ja nee ist schon klar. ja ja ja ist schon in ordnung.;non_advance
"also ich würde sagen vertiefen sie in einen bereich großen überblick
und vertiefen-und das reicht.";non_advance
Berater: also die passkopie seiner frau ist im visumsvorgang ne?;non_advance
"Berater:  das von der schule das meinen sie?
";non_advance
Berater: genau. und wie lange? wie lange war das, wie lange haben sie in kleinbuchheim gewohnt?;non_advance
"Berater: wehrpflichtig in ihrem heimatland sind sie Nicht als frau, ne?
 ";non_advance
" 
Berater: als Frau müssen sie keinen wehrdienst leisten in- auf den philippinen, richtig?";non_advance
"Berater: jetzt bitte noch eine erklärung 
gegen sie sind kEInerlei straftaten oder ordnungswidrigkeiten anhängig, es gibt -  sie haben keinen ärger mit der polizei?";non_advance
Berater: wobei sie ja den vorteil haben für das latinum ein semester abziehen zu können also für das kleine latinum steht ihnen ein semester mehr zur verfügung;non_advance
Klient: wo genau meinen sie jetzt? anmeldung?;non_advance
Berater: der gesetzgeber sagt, eingebürgert werden soll, also einen anspruch auf einbürgerung hat derjenige, der eben diese leistungen nach dem zweiten oder zwölften sozialgesetzbuch nicht bezieht, ne.;non_advance
Berater: sie haben einen philipinischen nationalpass, rIchtig?;non_advance
"Berater: also sie versuchen den menschen die sprachhemmnisse gegenüber behörden zu nehmen, habe ich das richtig
verstanden?";non_advance
Berater: und sie haben mich jetzt verstanden?;non_advance
"Berater: okay, war der antrag schon so weit, dass eine Einbürgerungszusicherung, ein brief
von uns gekommen ist?";non_advance
Klient: mit vorname sylo, also vorname ist sylo;non_advance
Berater: da hat sich nichts geändert, am stand, am familienstand?;non_advance
Berater: wenn sie uns diese urkunde vorlegen, die wird in ankara vom ministerrat, vom innenministerium wird die ausgestellt, dann geht es bei uns weider, ne?;non_advance
Berater: oberbürgermeisterin, die frau Oberbürgermeisterin unterschreibt dann die Urkunde.;non_advance
Berater: das heißt je nach der neunen prüfungsordnung ich mein nach der alten  prüfungsordnung haben sie faktisch die  ausdehnungsmöglichkeit bis zum zehnten semester und sie hei- das heißt sie müssen sich im zehnten semester zum examen melden;non_advance
Klient: was meinen sie jetzt?;non_advance
"Berater: dann  brauchen wir den passauszug, damit ist gemeint die seiten auf denen ihre
personalien eingetragen sind.";non_advance
Berater: krankenversicherungskärtchen. das kärtchen, das man beim Arzt vorlegt das bräuchten wir in kopie.;non_advance
Berater: der soll von hand geschrieben sein, wegen der kenntnisse, sprachkenntnisse wieder schriftlicher, handschriftlicher nachweis;non_advance
Berater:  das müssen sie bitte ausfüllen alles ausfüllen.;non_advance
Klient: also ist das in ordnung oder?;non_advance
Berater:und dann muss ich gucken, ob das in Ordnung ist, ja?;non_advance
Berater: jede änderung müssen sie uns mitteilen, ja?;non_advance
Berater: sie haben mir ja kopien gemacht, ne?;non_advance
Klient: aber das ist original, ja?;non_advance
"Klient: ich habe diese, wie sagt man,
das formular, das muster, ne?";non_advance
Berater:ja richtig, das war für das visum gewesen. und da ist das nicht so  maßgebend, ja?;non_advance
Berater: wie ist nochmals ihr name frau pfanner tanner okay tanne.;non_advance
Berater:  muss ich mal gucken wann wa die letzte sicherheitsbefragung, muss ich mal gucken.;non_advance
Berater: ok, aber haben sie diese, das muster?;non_advance
Berater: und dort ist dann praktisch hauptwohnsitz wird dann hier oder ich versteh das gerade gar nicht.;non_advance
Berater: von wElchem stipen, ist es dE a a dE oder  von wo haben sie das stipendium?;non_advance
Berater: und dann brauche ich bitte von beiden ein biometrisches foto zum fotogrAfen bitte gehen.;non_advance
Klient: entschuldigung herr raum? ich habe eine frage was bedeutet diese  erwerbs…;non_advance
Berater:sie sagten eben sie würden nachprüfen obman berechtigt ist  privaten ersatz zu bekommen was bedeutet das?;non_advance
Berater:da stehen so lauter Krankenscheine drin die man also offensichtlich selbst abgibt ja ja  selbst ausstellt.;non_advance
Berater: das ist hier ein bekenntnis zur Verfassung, zur freiheitlich demokratischen grundordnung.;non_advance
Klient. ja ich habe erst vor kurzem ange - arbeit aufgenommen, also das dauert.;non_advance
Berater: ja, die Zeiten, werden ja alle angerechnet, ne?;non_advance
Berater: nee, oder ein abschlusszeugnis meinetwegen die zehnte klasse oder auch die neunte wie auch immer oder von der berufschule da reicht dann jeweils eines, ok?;non_advance
Berater: aber sie haben gleich, sie haben sofort eine unbefristete bekommen.;non_advance
Klient: meinen sie das jetzt ernst?;non_advance
Berater: Okay, alles klar?;non_advance
Berater: dann können wir darüber positiv urteilen denke ich, ne?;non_advance
Berater:türkischer staatsangehöriger sind sie, gell?;non_advance
"Berater: dennoch bräuchte ich eine schriftliche äußerung von ihnen, dass sie sich von diesen
organisationen distanziern, ja?";non_advance
Berater: einfach nur scheidung, des wort Ehescheidung, scheidung reicht.;non_advance
Berater: die sprachlichen voraussetzungen, werden, also die deutschkenntnisse müssen wir aufgrund des deutschtests bei der volkshochschule noch mal.;non_advance
Berater: weil das muss jetzt geprüft werden, ne, okay?;non_advance
Berater: und sie haben mich jetzt verstanden?;non_advance
Klient: nein nein ich meine die die diese summe.;non_advance
Berater: Sie beantragen, nicht ich. Ich gebe ihnen nur hilfestellung. Ok? ;non_advance
Berater: soll ich die gebühren jetzt bezahlen oder?;non_advance
Berater: vor Abholtermin. da kann ich ihnen dann auf alle fälle sagen wie viel geld, ja?;non_advance
Klient: und dann bin ich da eigentlich zur kantonalbank gegangen das war der grund weil ich früher eigentlich ursprünglich war ich hauptsächlich ein landbank kunde;non_advance
Berater: so und zu welchem problem hauptsächlich hätten sie gern was gewusst,  zur finanzierung oder? ;non_advance
Berater: des passt, ne? weil der Abholtermin hier ist ein Donnerstagna das ist doch prima, ne?;non_advance
Berater: ja, und die postkarte, die kommt, ne,  die ist die ist gewesen, wo ich ihnen mitgeteilt habe.;non_advance
Berater: nee, dieses lange, so ein großes, großen zettel ist das.;non_advance
Berater: so  in zwei wochen, sprich am vierzehnten dürfen sie es, wieder abholen, ich schreib es drauf.;non_advance
Berater: aber erstens einmal ist völlig unklar wann und wie zwischenprüf- äh die neue prüfungsordnung kommt;non_advance
Berater: hmm, schönes woche, schönes tag.;non_advance
Berater:  ja, das kö die kArte können sie zur abholung mitbringen.;non_advance
"Berater:  und in zwei wochen, sprich der nEunzehnte
ja?";non_advance
Berater: das müssen sie vollständig aber bitte ausfüllen, den Antrag;non_advance
Berater: spErrvermerk oder wie?;non_advance
"Klient: und jetzt- was soll ich mAchen mit sAlzberg jetzt. muss ich das Aufentehalt und alles
papiere geben oder wIe?
";non_advance
Klient: melden sie mich- zum monatsende, also jetzt Ende juli Ab.;non_advance
Berater: also nur die Abrechnung. die letzte Abrechnung.;non_advance
"Berater: die gebe ich ihnen, das war die orginal ne?
 ";non_advance
"Berater: kann, können sie auch die Arbeiterlaubnis, die Abrechnung auch kopieren, die will
Auch die Abrechnung.";non_advance
Berater: ich meine werden sie wahrscheinlich nicht vOrhaben ne?;non_advance
Berater: sie müssen halt schauen, dass sie es bekommen. entscheidend ist, dass sie es bekommen;non_advance
"Berater: und die haben jetzt diese dIenstag, nächste woche dIenstag und diese
bin ich, bin ich leider in urlaub.";non_advance
"Berater: sie kriegen jetzt  einen großen fInger gezeigt.
Klient: Oh, das heißt?
 ";non_advance
Klient: krieg ich jetzt ne abschiebung, oder wie?;non_advance
Klient: ich habe die adresse ge-geÄndert, ich habe nEUe wohnung jetzt;non_advance
"Berater: haben sie von mir eine postkarte gekriegt?
Klient: postkarte?";non_advance
Klient: aber weil ich schon die vorkenntnisse habe weil ich habe schon vier jahre in syrien studiert das bauwe das bauingenieurwesen;non_advance
Berater:  den antrag zurückdatieren sowas mach wir gleich gar nicht, okay?;non_advance
 Berater: was haben sie mir gerade gesagt?;non_advance
Berater: Ich gebe ihnen nur hilfestellung. Ok?;non_advance
"Klient: ich habe eine wie heißt das? finanzierungerklÄrung? Aber
ich habe es zu hause vergessen
die verpflIchtungserklärung?";non_advance
Klient: und ich muss auf jeden fall original vorbeibringen, weil  sonst wird’s nicht weitergereicht oder wie?.;non_advance
Berater: seit wann ist jetzt das, seit wann ist jetzt das?;non_advance
Berater: zwölf fachsemester, das ist jetzt fertig, ne?;non_advance
Berater: somit wollen sie ja jetzt Arbeitsplatz suchen, ja?;non_advance
